word,frequency,lemmas,seven_k,pos,cefr,ranking,tc
out,204650,"[""outed"",""outing"",""outs""]",1,"[""adjective"",""noun"",""verb transitive"",""verb intransitive"",""other""]",A1,160,"adj.外面的,下台的,出局的adv.在外,出聲地,顯露出來地,明顯地,從頭至尾地n.外面,外出,外觀vt.趕出,擊倒,使退場vi.外出,暴露 prep.通過"
outing,204374,"[""outings""]",1,"[""noun"",""adjective"",""verb transitive"",""verb intransitive"",""other""]",A1,161,"n.外出,旅行,散步"
summer,204164,"[""summers""]",1,"[""verb"",""noun"",""verb intransitive"",""verb transitive"",""other""]",A1,162,"n.夏季vi.避暑,過夏天adj.夏季的,在夏季的"
old,200908,"[""older"",""oldest"",""olds""]",1,"[""noun"",""superlative""]",A1,163,"adj.年老的,老的,...歲的,陳舊的,古老的"
lining,199171,"[""linings""]",1,"[""other"",""noun"",""verb transitive""]",A1,164,"n.加襯裡,內層,襯套"
see,196037,"[""saw"",""seen"",""seeing"",""sees""]",1,"[""noun"",""verb transitive"",""verb intransitive"",""other"",""past participle"",""adjective""]",A1,165,"v.看,看見,了解,領會,注意,留心,經歷,閱歷"
near,189016,"[""nearer"",""nearest"",""neared"",""nearing"",""nears""]",1,"[""adv"",""other"",""prep"",""verb intransitive"",""noun""]",A1,166,"adj.親近的,親密的,近,(車,馬等)左側的,吝嗇的adv.(時間,空間方面)近,不遠 prep.在...近旁,近...v.接近,走近"
start,188334,"[""started"",""starting"",""starts""]",1,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",A1,167,"n.動身,出發點,開始,驚起,驚跳,賽跑的先跑權,優先地位v.出發,起程,開始,著手,驚動,驚起,起動,發動  削減戰略武器條約START(Strategic Arms Reduction Treaty)"
add,186769,"[""added"",""adding"",""adds""]",1,"[""verb transitive"",""verb intransitive"",""other"",""noun"",""adjective""]",A1,168,"vt.增加,添加,計算...總和,補充說,又說;vi.加,加起來,增添,做加法"
booking,186214,"[""bookings""]",1,"[""other"",""noun"",""verb transitive""]",A1,169,"n.登記,預約"
leave,185519,"[""leaved"",""left"",""leaving"",""leaves""]",1,"[""verb intransitive"",""verb transitive"",""noun"",""verb"",""other"",""adjective"",""noun (plural)""]",A1,170,"n.許可,同意,請假,休假vt.離開,動身,剩下,遺忘,委托,遺棄vi.出發,離開,生葉,動身"
son,183230,"[""sonning"",""sons""]",1,"[""noun""]",A1,171,"n.兒子,女婿,(長者對年輕男子的稱呼)孩子,<基督教>聖子,耶穌基督"
same,182028,[],1,"[""verb intransitive"",""noun""]",A1,172,"adj.同一的,相同的,無變化的,上述的,所謂 pron.同樣的事物adv.同樣地"
living,179633,"[""livings""]",1,"[""other"",""noun"",""verb intransitive"",""verb transitive"",""adjective""]",A1,173,"n.生活,生計,生存空間,居住面積adj.活的,起作用的,逼真的,現存的"
head,178441,"[""headed"",""heading"",""heads""]",1,"[""noun"",""adjective"",""verb transitive"",""verb intransitive"",""other""]",A1,174,"n.頭,頭腦,領袖,(隊伍,名單等)最前的部分,人,頂點vt.作為...的首領,朝向,前進,用頭頂vi.成頭狀物,出發adj.頭的,主要的"
need,177511,"[""needed"",""needing"",""needs"",""needn't""]",1,"[""noun"",""verb intransitive"",""adv"",""other"",""adjective""]",A1,175,"n.需要,必需,必需品,要求,貧困vt.需要 modalv.必要,必須"
each,177402,[],1,"[""other""]",A1,176,"adj.各自的,每個的,每一 pron.各,各自,每個adv.每個"
street,175512,"[""streets""]",1,"[""adjective""]",A1,177,"n.街,街道"
man,175425,"[""manned"",""manning"",""mans"",""men""]",1,"[""noun"",""verb transitive"",""other"",""noun (plural)"",""adjective""]",A1,178,"n.男人,人類,人,丈夫,雇工;vt.為...配備人手,操縱,在...就位,使振奮;Metropolitan Area Network 城域網"
come,175040,"[""came"",""coming"",""comes"",""cometh"",""camest""]",1,"[""past participle"",""noun"",""verb transitive"",""other"",""adjective"",""superlative"",""adv""]",A1,179,"vi.來,來臨,到達,出現,來(自),出生(於),開始int.嗨! vbl.來,到達,合計為"
showing,174727,"[""showings""]",1,"[""other"",""noun"",""verb transitive"",""verb intransitive""]",A1,180,n.放映
mountain,171080,"[""mountains""]",1,"[""noun"",""adjective"",""verb intransitive""]",A1,181,"n.山,山脈"
point,170171,"[""pointed"",""pointing"",""points""]",1,"[""other"",""noun"",""verb intransitive"",""adjective""]",A1,182,"n.點,尖端,分數,要點,分數vt.弄尖,指向,指出,瞄准,加標點於vi.指,指向,表明"
gift,168910,"[""gifted"",""gifting"",""gifts""]",1,"[""verb transitive"",""other"",""noun"",""verb intransitive"",""past participle"",""verb"",""adv""]",A1,183,"n.贈品,禮物,天賦,才能"
around,168747,[],1,"[""adv"",""prep""]",A1,184,"adv.周圍,四周,到處,大約,左右 prep.在...周圍,四處"
opening,166806,"[""openings""]",1,"[""other"",""noun"",""adjective"",""verb transitive"",""verb intransitive""]",A1,185,"n.開,開放,開始,口子,穴,通路,空缺,機會adj.開始的,開幕的"
sing,165859,"[""sang"",""sung"",""singing"",""sings""]",1,"[""verb intransitive"",""verb transitive"",""other"",""past participle"",""noun""]",A1,186,"v.唱,演唱"
differ,160648,"[""differed"",""differred"",""differing"",""differs""]",1,"[""verb intransitive"",""verb transitive"",""other"",""adjective"",""noun"",""adv""]",A1,187,"vi.不一致,不同"
join,160096,"[""joined"",""joining"",""joins""]",1,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",A1,188,"vi.參加,結合,加入vt.連接,結合,參加,加入n.連接,結合,接合點 [計] 用子目錄名取代驅動器符"
age,159904,"[""aged"",""ageing"",""ages""]",1,"[""noun"",""verb intransitive"",""verb transitive"",""other"",""adjective""]",A1,189,"n.年齡,成年,使用年限,同時期的人,時代v.變老,上年紀,成熟"
order,159162,"[""ordered"",""ordering"",""orders""]",1,"[""noun"",""verb intransitive"",""other""]",A1,190,"n.次序,順序,正常(工作)狀態,秩序,會議規則,命令,定購,定單vt.命令,定購,定制"
train,158507,"[""trained"",""training"",""trains""]",1,"[""verb transitive"",""verb intransitive"",""verb"",""other"",""noun""]",A1,191,"n.火車,列車,行列,後果,順序,長隊,長袍(裙)拖地的部分,導火線vt.訓練,培養,瞄准,(園藝)整枝vi.鍛煉"
radio,157601,"[""radioing"",""radios""]",1,"[""noun"",""verb"",""adjective""]",A1,192,"n.<美>無線電通信,無線電接收裝置,無線電廣播設備v.用無線電發送"
topping,157130,"[""toppings""]",1,"[""other"",""adjective"",""noun"",""verb intransitive"",""verb transitive""]",A1,193,"adj.高聳的,傑出的,一流的n.除頂部,修剪樹稍,構成頂部的東西"
setting,156507,"[""settings""]",1,"[""other"",""noun"",""verb transitive"",""verb intransitive"",""adjective""]",A1,194,"n.安置,安裝,(太陽)落山,(固定東西的)框架,底座"
sport,155233,"[""sported"",""sporting"",""sports""]",1,"[""noun"",""verb intransitive"",""verb transitive"",""other"",""adjective""]",A1,195,"n.運動,[pl.] 運動會"
like,153919,"[""liked"",""liking"",""likes""]",1,"[""superlative"",""noun"",""adjective"",""verb intransitive"",""other"",""adv""]",A1,196,"n.愛好,同樣的人(或物)adj.相似的,同樣的vt.喜歡,希望,願意vi.喜歡,希望 prep.像,如同adv.可能"
airing,153374,"[""airings""]",1,"[""other"",""noun""]",A1,197,"n.晾干,兜風"
land,148379,"[""landed"",""landing"",""lands""]",1,"[""noun"",""verb transitive"",""verb intransitive"",""other"",""adjective""]",A1,198,"n.陸地,(書面語)國家、國土,地帶,[復數]地產,田產vi.靠岸,登陸,登岸,到達vt.使上岸,使登陸,使到達,使處於"
water,147236,"[""watered"",""watering"",""waters""]",1,"[""noun"",""verb transitive"",""verb intransitive"",""other""]",A1,199,"n.水,雨水,海水,水位,水面,流體vt.噴淋,供以水,注入水,使濕vi.流淚,加水adj.水的,水上的,水生的,含水的"
heading,147063,"[""headings""]",1,"[""other"",""noun"",""adjective"",""verb transitive"",""verb intransitive""]",A1,200,n.標題
making,146602,"[""makings""]",1,"[""other"",""noun"",""verb transitive"",""verb intransitive""]",A1,201,"n.制造,發展,素質"
story,146575,"[""stories""]",1,"[""verb transitive"",""noun"",""noun (plural)"",""adjective"",""other""]",A1,202,"n.故事,小說,傳說,事跡,經歷,假話,謊話"
writer,146443,"[""writers""]",1,"[""noun""]",A1,203,"n.作者,作家,復寫器"
mile,146415,"[""miles""]",1,"[""noun""]",A1,204,"n.英裡,較大的距離"
plant,144835,"[""planted"",""planting"",""plants""]",1,"[""noun"",""verb intransitive"",""other"",""adjective""]",A1,205,"n.植物,莊稼,工廠,車間,設備vt.種植,栽培,培養,安置vi.種植"
nature,144684,"[""natures""]",1,"[""noun"",""verb transitive"",""adjective"",""verb intransitive"",""adv"",""other""]",A1,206,"n.自然,自然界,大自然,自然狀態,本性,天性,種類"
student,142340,"[""students""]",1,"[""noun""]",A1,207,"n.(大小學校的)學生,研究者,學者"
often,142319,"[""oftens""]",1,"[""adv"",""adjective"",""noun""]",A1,208,"adv.常常,經常"
right,141544,"[""righter"",""righted"",""righting"",""rights""]",1,"[""adjective"",""adv"",""verb intransitive"",""noun"",""other""]",A1,209,"n.正義,公正,正確,權利,右邊,右派adj.正當的,正確的,對的,合適的,恰當的,健康的,健全的,正面的adv.正當地,正確地,一直地,直接地,完全地,徹底地,在右邊"
young,140267,"[""younger"",""youngest"",""youngs""]",1,"[""superlative"",""noun""]",A1,210,"adj.年輕的,年紀小的,沒有經驗的,尚早的,初期的n.(動物的)崽,仔"
winning,139752,"[""winnings""]",1,"[""other"",""adjective"",""noun"",""verb intransitive""]",A1,211,"n.勝利,獲得,成功,贏得物adj.得勝的,勝利的,動人的"
running,138921,"[""runnings""]",1,"[""other"",""adjective"",""noun"",""past participle"",""verb transitive"",""verb intransitive""]",A1,212,"n.奔跑,賽跑,轉動,運轉adj.奔跑的,賽跑的,流動的,不斷的,連續的,連接的"
finish,138487,"[""finished"",""finishing"",""finishes""]",1,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""adjective""]",A1,213,"n.完成,結束,磨光,末道漆,完美vt.完成,結束,用完,毀掉,使完美vi.結束,終結,停止,終止"
return,138214,"[""returned"",""returning"",""returns""]",1,"[""verb intransitive"",""verb transitive"",""noun"",""other"",""adjective""]",A1,214,"n.回來,返回,來回票,利潤,回答adj.返回的,回程的,報答的,反向的,重現的vi.回返,歸還vt.歸還,回報,報告,獲得,回答,返回"
woman,137383,"[""women""]",1,"[""noun"",""verb transitive"",""noun (plural)""]",A1,215,"n.女人,婦女,女僕adj.女人的,女性的,婦女的vt.為...配備婦女,使成女人腔"
given,135738,"[""givens""]",1,"[""past participle"",""other"",""verb"",""adv"",""noun"",""verb intransitive""]",A1,216,"adj.贈予的,沉溺的,特定的,假設的 vbl.give的過去分詞"
common,135101,"[""commons""]",1,"[""verb"",""noun"",""verb intransitive"",""noun (plural)""]",A1,217,"adj.共同的,公共的,公有的,普通的,庸俗的,偽劣的n.[復][總]平民,公有,普通,共通"
special,134975,"[""specials""]",1,"[""adjective"",""noun"",""verb transitive"",""adv""]",A1,218,"n.特派員,專車,專刊adj.特別的,特殊的,專門的,專用的"
child,133308,"[""children""]",1,"[""noun"",""verb intransitive"",""noun (plural)""]",A1,219,"n.孩子,兒女,子孫,(頭腦、空想等的)產物,弟子,追隨者"
back,132281,"[""backed"",""backing"",""backs""]",1,"[""noun"",""adjective"",""verb intransitive"",""adv"",""other"",""noun (plural)""]",A1,220,"adj.後面的,在後面,早過去的,前(欠)的錢adv.向後地n.背部,後面v.後退,支持"
mean,131918,"[""meaner"",""meanest"",""meant"",""meaning"",""means""]",1,"[""verb transitive"",""verb intransitive"",""superlative"",""adjective"",""noun"",""other""]",A1,221,"adj.低劣的,卑鄙的,普通的,吝嗇的,簡陋的,平均的,慚愧的,不舒服的vt.意謂,想要,預定vi.用意,有意義n.平均數,中間,中庸"
saw,130861,"[""sawed"",""sawing"",""sawn"",""saws""]",1,"[""other"",""verb transitive"",""noun"",""verb intransitive"",""past participle""]",A1,222,n.鋸v.鋸 vbl.see的過去式
ordering,130484,"[""orderings""]",1,"[""other"",""noun"",""verb intransitive""]",A1,223,
busy,130180,"[""busier"",""busiest"",""busied"",""busying"",""busies""]",1,"[""adjective"",""verb transitive"",""other"",""noun""]",A1,224,"adj.忙碌的,熱鬧的,臨時占用的"
actor,129325,"[""actors""]",1,"[""noun""]",A1,225,"n.男演員,行動者,參與者"
left,129054,"[""lefts""]",1,"[""other"",""adjective"",""noun"",""verb intransitive"",""verb transitive"",""verb""]",A1,226,"adj.左邊的,左傾的,左側的,左派的,左翼的adv.在左面n.左,左邊,左派 vbl.leave的過去式和過去分詞"
bank,129009,"[""banked"",""banking"",""banks""]",1,"[""noun"",""verb transitive"",""verb intransitive"",""other""]",A1,227,"n.銀行,堤,岸,沙洲,淺灘,一堆(土),(雲)層,儲藏所(庫)vt.存(款)於銀行,儲蓄,(車或飛機)傾斜轉彎"
person,128754,"[""persons""]",1,"[""noun"",""verb transitive"",""adjective"",""verb intransitive"",""adv"",""other""]",A1,228,"n.人,身體,容貌,[語法]人稱"
landing,127670,"[""landings""]",1,"[""other"",""adjective"",""noun"",""verb transitive"",""verb intransitive""]",A1,229,"n.登陸,著陸,碼頭,樓梯平台,降落"
white,127448,"[""whiter"",""whitest"",""whites""]",1,"[""superlative"",""noun"",""verb transitive"",""noun (plural)"",""other""]",A1,230,"n.白色,蛋白,白種人adj.白(色)的,白種人的"
black,126836,"[""blacker"",""blackest"",""blacked"",""blacking"",""blacks""]",1,"[""adjective"",""adv"",""noun"",""other"",""noun (plural)""]",A1,231,"n.黑色,黑顏料,黑人adj.黑色的,弄髒了的,憂郁的vt.(使)變黑,塗黑"
chart,125829,"[""charted"",""charting"",""charts""]",1,"[""noun"",""verb transitive"",""other""]",A1,232,"n.海圖,圖表vt.制圖"
singer,124736,"[""singers""]",1,"[""noun""]",A1,233,n.歌手
class,124457,"[""classed"",""classing"",""classes""]",1,"[""noun"",""verb intransitive"",""other"",""noun (plural)"",""adjective""]",A1,234,"n.班級,階級,社會等級,種類,(一節)課vt.把...分類(或分等級)"
short,124391,"[""shorter"",""shortest"",""shorted"",""shorting"",""shorts""]",1,"[""superlative"",""adv"",""noun"",""verb transitive"",""verb intransitive""]",A1,235,"n.簡略,短路,短褲adj.短的,矮的,不足的,不夠的,(智力等)弱的,淺薄的,松脆的,簡短adv.突然,缺乏,不足"
grow,121791,"[""grew"",""growed"",""growing"",""grown"",""grows""]",1,"[""verb intransitive"",""verb transitive"",""other"",""past participle"",""noun""]",A1,236,"vi.生長,成長,漸漸變得,增長,增高vt.種植,栽培,培育"
free,121436,"[""freer"",""freest"",""freed"",""freeing"",""frees""]",1,"[""superlative"",""adv"",""adjective"",""noun"",""other""]",A1,237,"adj.自由的,大方的,免費的,免稅的,豐富的,空閑的vt.釋放,使自由adv.自由地,免費"
sea,121009,"[""seas""]",1,"[""noun""]",A1,238,"n.海洋,大浪,大量,許多"
import,120775,"[""imported"",""importing"",""imports""]",1,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""adjective""]",A1,239,"n.進口貨(常用復數),進口,輸入,意思,重要性vt.輸入,進口,含...的意思,重要,引入vi.有關系,有重要性"
pose,120625,"[""posed"",""posing"",""poses""]",1,"[""adjective"",""noun"",""verb transitive"",""verb intransitive"",""other"",""adv""]",A1,240,"n.姿勢,姿態v.(使...)擺好姿勢,形成,引起,造成vi.擺姿勢,佯裝,矯揉造作"
light,120000,"[""lighter"",""lightest"",""lighted"",""lit"",""lighting"",""lights"",""litted"",""lits"",""litting""]",1,"[""noun"",""other"",""verb intransitive"",""superlative"",""adv"",""verb transitive"",""noun (plural)""]",A1,241,"n.光,日光,發光體,燈adj.輕的,發光的,明亮的,淺的vt.點燃,照亮adv.輕地vi.點著,變亮"
different,119922,[],1,"[""adjective""]",A1,242,adj.不同的
ani,119876,"[""anis""]",1,"[""noun"",""other"",""adv""]",A1,243, 動畫光標文件擴展名;自動號碼標識
any,118618,[],1,"[""other"",""adv""]",A1,244,"adj.任何的,任何一種,所有的 pron.無論那一個,任何"
report,117125,"[""reported"",""reporting"",""reports""]",1,"[""verb transitive"",""verb intransitive"",""other"",""noun"",""adjective""]",A1,245,"n.報告,傳說,謠言,聲譽,名聲,爆炸聲v.報導,彙報,報到,告發"
far,116416,"[""farther"",""further"",""farthest"",""furthest"",""fars""]",1,"[""noun"",""adjective"",""adv"",""superlative"",""verb transitive""]",A1,246,"adj.(常用於書面語)遠的,久遠的,遙遠的adv.(表示空間或時間上的距離)遠,很遠,遙遠地,久遠地,甚遠地,很,很晚地n.遠處,遠方"
so,115308,"[""sos""]",1,"[""adv"",""other""]",A1,247," conj.因而,所以,那麼,這樣看來adv.[表示程度] 如此,那麼,非常,很,[表示方式] 這樣,那樣,如此,因此 [域] Somalia ,索馬裡"
brother,114126,"[""brothers""]",1,"[""noun"",""verb transitive"",""noun (plural)""]",A1,248,n.兄弟
rule,113540,"[""ruled"",""ruling"",""rules""]",1,"[""adjective"",""noun"",""verb intransitive"",""other""]",A1,249,"n.規則,慣例,統治,章程,破折號,准則,標准,控制vt.規定,統治,支配,裁決vi.統治,管轄,裁定n.規則,水線"
because,113127,[],1,"[""other""]",A1,250, conj.adv.因為
miss,111736,"[""missed"",""missing"",""misses""]",1,"[""noun"",""verb transitive"",""verb intransitive"",""other"",""noun (plural)"",""adjective""]",A1,251,"n.過錯,避免,失敗,小姐,姑娘vt.未得到,未達到,未聽到,思念,未覺察,錯過,遺漏,逃脫vi.失敗,擊不中"
sell,110622,"[""sold"",""selling"",""sells""]",1,"[""noun"",""verb transitive"",""verb intransitive"",""other""]",A1,252,"v.出售,賣"
